PipelineRange,CurrentOppAmt,IsWon,QualifiedAmt,OwnerTitle,SalesOffice,SalesRegion,Industry,NumerOfEmployees,AccountScore,OppId,IsClosed,DaysPushed,MonthsOpen,OppClosedDate
p0-3,5404,1,10000,Senior Account Executive,Chicago,Central,Hospitals / Health Care,12000,39,0062S00000vNzzOQAS,1,0,2,5/29/2020
p7-9,18649,0,NULL,Senior Account Executive,Nashville,Coastal,Consulting,3600,80,0062S00000vO1DxQAK,1,138,7,10/26/2020
p0-3,509,1,2179,NULL,Grand Rapids,Mid Western,Banking,211,31,0062S00000vO1LIQA0,1,43,3,6/12/2020
p0-3,6005,0,6005,Senior Account Executive,Columbus,Mid Western,Healthcare,15000,98,0062S00000vO2XMQA0,1,0,0,3/11/2020
p4-6,800,0,500,Senior Account Executive,San Antonio,Red River,Retail,1214,94,0062S00000tzXIUQA2,1,80,4,2/18/2020
p13+,255,0,255,Account Executive,Inside Sales,SMB,Consulting,40,23,0062S00000tzXjBQAU,1,306,14,12/31/2020
p4-6,1178,0,500,Senior Account Executive,Washington DC,Mid Atlantic,Government,1000,43,0062S00000tzXmeQAE,1,6,4,2/4/2020
p0-3,158,0,NULL,Senior Account Executive,Dallas,Red River,Other,7,23,0062S00000tzXmoQAE,1,3,1,11/1/2019
p4-6,897,0,1500,Senior Account Executive,Nashville,Coastal,Healthcare,519,42,0062S00000tzYd9QAE,1,105,6,4/13/2020
p7-9,500,0,500,Senior Account Executive,Nashville,Coastal,Retail,1378,79,0062S00000tzYh1QAE,1,0,8,6/11/2020
p13+,500,0,NULL,Senior Account Executive,Charlotte,Coastal,Retail,5800,94,0062S00000tzYJOQA2,1,415,16,2/19/2021
p0-3,727,0,727,Senior Channel Account Manager,Partnership,Channel Sales,Consulting,300,28,0062S00000vMuGLQA0,1,0,0,1/21/2020
p4-6,128,0,500,Senior Account Executive,Enterprise,Enterprise,"Energy, Utilities & Waste Treatment",152882,59,0062S00000vMuTKQA0,1,0,4,5/28/2020
p4-6,500,0,500,Senior Account Executive,Richmond,Coastal,Consulting,1800,58,0062S00000vMuzkQAC,1,41,4,5/11/2020
p0-3,684,1,374,Account Executive,Inside Sales,SMB,US Municipal Governments,571,33,0062S00000vYQtuQAG,1,0,0,7/23/2020
p13+,400,0,400,Account Executive,Inside Sales,SMB,Newspaper Publishers,600,46,0062S00000vYR1oQAG,0,0,8,7/31/2022
p4-6,367,0,733,Senior Account Executive,Enterprise,Enterprise,Retail,782,39,0062S00000vYR9dQAG,1,131,5,12/9/2020
p7-9,252,0,121,Senior Account Executive,Charlotte,Coastal,Banking,0,44,0062S00000vYReCQAW,1,52,8,3/24/2021
p0-3,100,0,100,Customer Success Manager,Support,Customer Success,US Municipal Governments,2700,63,0062S00000vYRWEQA4,1,38,3,10/8/2020
p0-3,159,1,20,Customer Success Manager,Support,Customer Success,Education,99,30,0062S00000vYSTtQAO,1,31,1,8/31/2020
p7-9,500,0,500,Senior Account Executive,Birmingham,Southern,Healthcare,2500,61,0062S00000vYTRoQAO,1,57,7,2/26/2021
p10-12,300,0,300,Sales Development Intern,Grand Rapids,Mid Western,Chemicals,550,37,0062S00000vYY7WQAW,0,0,8,7/31/2021
p4-6,139,0,500,Senior Account Executive,Newark,New York,Retail,2600,44,0062S00000vYYXtQAO,1,120,6,1/28/2021
p13+,1000,0,1000,Senior Account Executive,Atlanta,Southern,Insurance,1000,68,0062S00000vYZ2NQAW,0,30,8,11/30/2021
p13+,500,0,500,Senior Account Executive,Dallas,Red River,US Municipal Governments,14000,91,0062S00000vYZChQAO,1,426,17,12/30/2021
p4-6,2000,0,NULL,Senior Account Executive,Philadelphia,Mid Atlantic,Other,1120,57,0062S00000xeAeNQAU,0,122,1,6/30/2021
p0-3,500,0,500,Senior Account Executive,Grand Rapids,Mid Western,Other,600,39,0062S00000xeAmRQAU,1,0,1,3/31/2021
p0-3,1622,0,150,Senior Account Executive,Dallas,Red River,Computer Software,2208,58,0062S00000xeaW5QAI,0,0,0,4/30/2021
p7-9,2000,0,2000,Senior Account Executive,Richmond,Coastal,Retail,2150,66,0062S00000xeaWZQAY,0,0,0,10/29/2021
p0-3,1000,0,1000,Senior Account Executive,Richmond,Coastal,Engineering,500,32,0062S00000xeXbWQAU,0,0,0,5/31/2021
p0-3,1000,0,1000,Senior Account Executive,Dallas,Red River,Lending,900,68,0062S00000xeXcKQAU,0,-91,0,3/31/2021
p0-3,1000,0,1000,Senior Account Executive,Denver,Rocky Mountain,Telecommunications,982,72,0062S00000xeXwtQAE,0,0,0,4/30/2021
p4-6,15000,0,15000,Senior Account Executive,Cleveland,Mid Western,Healthcare,25000,31,0062S00000xeXX5QAM,0,0,0,9/30/2021
p0-3,9,0,NULL,Senior Account Executive,Miami,Southern,Government,300,43,0062S00000xeY5HQAU,0,0,0,6/30/2021
p0-3,578,0,300,Account Executive,Inside Sales,SMB,Apparel Manufacturing,2200,57,0062S00000xeYlmQAE,0,0,0,3/31/2021
p0-3,1,0,1,Customer Success Manager,Support,Customer Success,Government,1000,29,0062S00000xeYs9QAE,0,0,0,3/31/2021
p7-9,1000,0,1000,Senior Account Executive,Richmond,Coastal,Education,4854,65,0062S00000xeYyRQAU,0,0,0,11/30/2021
p0-3,100,0,100,Senior Customer Success Manager,Support,Customer Success,Professional Services,145,24,0062S00000xeZjrQAE,0,0,0,3/31/2021
p4-6,500,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Hospitals / Health Care,9906,70,0062S00000xJr19QAC,0,0,3,5/12/2021
p0-3,1612,1,50,Senior Account Executive,San Antonio,Red River,Technology,2000,63,0062S00000xJr1EQAS,1,0,0,12/16/2020
p4-6,1500,0,1500,Senior Account Executive,Oklahoma City,Rocky Mountain,Banking,1782,49,0062S00000xJR3vQAG,0,0,4,4/30/2021
p4-6,201,0,201,Senior Account Executive,Chicago,Central,Retail,650,26,0062S00000xJR6FQAW,1,21,4,3/12/2021
p0-3,204,1,200,Account Executive,Chicago,Central,Other,348,28,0062S00000xJrbMQAS,1,3,0,12/14/2020
p4-6,500,0,500,Senior Account Executive,Kansas City,Rocky Mountain,Finance,3808,80,0062S00000xJrfsQAC,0,0,3,5/31/2021
p10-12,2000,0,2000,Senior Account Executive,Philadelphia,Mid Atlantic,Chemicals,11474,95,0062S00000xJrxiQAC,0,0,3,11/30/2021
p4-6,500,0,500,Senior Account Executive,Charlotte,Coastal,Healthcare,0,33,0062S00000xJrZVQA0,0,0,3,5/31/2021
p0-3,24491,1,24629,Senior Account Executive,Dallas,Red River,Computer Software,2208,58,0062S00000xJrZzQAK,1,4,0,12/21/2020
p4-6,250,0,173,Senior Account Executive,Newark,New York,Consulting,550,39,0062S00000xJVVJQA4,1,121,4,3/31/2021
p0-3,209,1,1,Senior Account Executive,Enterprise,Enterprise,Other,14,30,0062S00000xJVyGQAW,1,0,1,12/31/2020
p4-6,500,0,500,Senior Account Executive,Washington DC,Mid Atlantic,Engineering,112900,100,0062S00000xJw1nQAC,0,61,3,5/31/2021
p13+,500,0,500,Senior Account Executive,Los Angeles,SoCal,Hospitals,3000,50,0062S00000xJWk5QAG,0,365,4,12/30/2021
p4-6,106,0,106,Customer Success Manager,Support,Customer Success,Engineering,60,28,0062S00000xJWNRQA4,0,30,4,4/30/2021
p10-12,500,0,500,Senior Account Executive,Nashville,Coastal,Manufacturing,728,44,0062S00000xJwvCQAS,0,184,3,12/31/2021
p4-6,500,0,500,Senior Account Executive,Boston,New England,Education,1630,47,0062S00000xJwxSQAS,0,0,3,6/30/2021
p4-6,500,0,500,Senior Account Executive,Boston,New England,Education,1630,47,0062S00000xJwy1QAC,0,0,3,6/30/2021
p0-3,1851,0,2161,Senior Account Executive,San Antonio,Red River,Technology,9279,57,0062S00000xJwzJQAS,1,32,2,2/1/2021
p0-3,1428,1,1700,Enterprise Account Executive,Enterprise,Enterprise,Apparel,29568,55,0062S00000xJx0gQAC,1,0,0,12/16/2020
p0-3,752,1,NULL,Senior Account Executive,Denver,Rocky Mountain,Communications,1100,58,0064400000momLbAAI,1,0,0,1/1/2018
p4-6,500,0,500,Senior Account Executive,Richmond,Coastal,Retail,490,26,0064400000moMo8AAE,1,48,4,5/18/2018
p4-6,50,0,500,Senior Account Executive,Denver,Rocky Mountain,Biotechnology,350,30,0064400000moMPKAA2,1,114,5,6/22/2018
p10-12,837,0,837,Senior Account Executive,Enterprise,Enterprise,Education,600,37,0064400000momrIAAQ,1,306,11,12/31/2018
p0-3,1,0,1,Senior Account Executive,Enterprise,Enterprise,Banking,215,58,0064400000moMYRAA2,1,0,0,1/17/2018
p13+,139612,0,139612,Senior Account Executive,Dallas,Red River,Technology,9279,57,0064400000monpUAAQ,1,199,20,9/30/2019
p0-3,21,1,50,Senior Account Executive,Louisville,Coastal,Healthcare,250,26,0064400000monVuAAI,1,9,1,2/9/2018
p7-9,1000,0,NULL,Senior Account Executive,Dallas,Red River,Consulting,110,28,0064400000mooDlAAI,1,183,8,9/30/2018
p0-3,7697,1,7697,Senior Account Executive,Dallas,Red River,Technology,9279,57,0064400000moG61AAE,1,30,0,1/31/2018
p0-3,333,1,1,Sales & Contract Support Specialist,Grand Rapids,Mid Western,Consulting,13,23,0064400000moGJUAA2,1,17,0,1/18/2018
p0-3,94,0,NULL,Senior Account Executive,Long Island,New York,Insurance,954,71,0064400000mogzQAAQ,1,0,1,2/28/2018
p7-9,500,0,500,Senior Account Executive,Dallas,Red River,Chemicals,60,41,0064400000moHEGAA2,1,214,9,10/31/2018
p4-6,2100,0,2100,Senior Account Executive,Houston,Red River,Government,150,23,0064400000moHHUAA2,1,90,5,6/29/2018
p13+,1000,0,NULL,Senior Account Executive,Oklahoma City,Rocky Mountain,Education,26,65,0064400000moIe5AAE,1,1033,36,1/27/2021
p13+,500,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Entertainment,8900,74,0064400000moIXnAAM,1,0,18,7/31/2019
p0-3,422,1,NULL,Sales & Contract Support Specialist,Grand Rapids,Mid Western,Insurance,3000,24,0064400000p0uVPAAY,1,9,0,4/10/2018
p4-6,590,0,1001,Senior Account Executive,Partnership,Channel Sales,Technology,84,28,0064400000p0vclAAA,1,64,4,8/3/2018
p13+,755,0,755,Senior Account Executive,Enterprise,Enterprise,Manufacturing,2800,43,0064400000p0VdjAAE,1,365,13,4/30/2019
p0-3,500,0,500,Account Executive,Grand Rapids,Mid Western,Retail,5,19,0064400000p0Wv3AAE,1,0,2,5/31/2018
p0-3,10,1,NULL,Internal Partnership Manager,Partnership,Channel Sales,Technology,43,23,0064400000p0wwOAAQ,1,0,0,4/1/2018
p13+,1500,0,NULL,Purchasing Agent,Grand Rapids,Mid Western,Education,650,28,0064400000p0wY6AAI,1,350,23,3/30/2020
p0-3,258,1,258,Senior Account Executive,Charlotte,Coastal,Government,5011,76,0064400000mpyX1AAI,1,19,0,3/20/2018
p13+,1200,0,1200,Senior Account Executive,Cincinnati,Mid Western,Transportation,86000,54,0064400000mpzaZAAQ,1,648,29,8/31/2020
p0-3,19,1,NULL,Senior Account Executive,Enterprise,Enterprise,Other,60,95,0064400000mpZRfAAM,1,0,-1,2/28/2018
p10-12,501,0,300,Senior Account Executive,Birmingham,Southern,Education,600,35,0064400000mpZxHAAU,1,363,12,3/29/2019
p0-3,170,1,1,Regional Sales Team Lead,Atlanta,Southern,Consulting,32,23,0064400000mq03gAAA,1,4,1,4/5/2018
p7-9,250,0,250,Account Executive,Grand Rapids,Mid Western,Government,7000,43,0064400000mq2uvAAA,1,214,7,10/31/2018
p10-12,500,0,500,Senior Account Executive,Tampa,Southern,Healthcare,656,38,0064400000mq3t4AAA,1,212,11,2/28/2019
p0-3,491,1,835,NULL,Charlotte,Coastal,Healthcare,2400,54,0064400000mq4ITAAY,1,26,0,3/27/2018
p13+,500,0,500,Senior Account Executive,Oklahoma City,Rocky Mountain,Education,26,65,0064400000mq4XgAAI,1,941,31,10/27/2020
p4-6,500,0,NULL,Account Executive,Grand Rapids,Mid Western,Manufacturing,450,34,0064400000mq6J4AAI,1,0,5,8/31/2018
p13+,1000,0,NULL,Senior Account Executive,St Louis,Central,Chemicals,6200,80,0064400000mq8ucAAA,1,599,22,1/20/2020
p0-3,214,0,NULL,Account Executive,Grand Rapids,Mid Western,Manufacturing,60,28,0064400000mq9NwAAI,1,0,3,6/20/2018
p13+,272,0,500,Regional Sales Manager,Dallas,Red River,Technology,480,39,0064400000mqACGAA2,1,935,31,10/21/2020
p10-12,43,0,125,Internal Accounts Manager,Support,Customer Success,Technology,200,24,0064400000mqAeKAAU,1,224,10,1/31/2019
p0-3,346,1,301,NULL,Inside Sales,SMB,Retail,200,44,0064400000mqAvuAAE,1,26,1,4/27/2018
p4-6,1751,0,500,Account Executive,Grand Rapids,Mid Western,Consulting,51,27,0064400000mqBRzAAM,1,107,5,8/15/2018
p10-12,296,0,1,Internal Accounts Manager,Support,Customer Success,Other,300,26,0064400000mqCHWAA2,1,304,12,3/31/2019
p0-3,68,0,1,Internal Accounts Manager,Support,Customer Success,Other,300,26,0064400000mqCIyAAM,1,0,0,3/31/2018
p7-9,300,0,NULL,Account Executive,Inside Sales,SMB,Banking,24,30,0064400000mqCo1AAE,1,244,8,11/30/2018
p4-6,500,0,500,Senior Account Executive,Detroit,Mid Western,Utilities,9900,15,0064400000mqCx3AAE,1,101,4,7/10/2018
p7-9,1000,0,1000,Senior Account Executive,Dallas,Red River,Government,150,20,0064400000p0a7FAAQ,1,209,7,10/26/2018
p0-3,72,1,NULL,Senior Account Executive,St Louis,Central,Technology,8,23,0064400000p14F4AAI,1,17,0,4/18/2018
p0-3,2249,0,2249,Hardware Consultant/Sales,Support,Customer Success,Retail,105,28,0064400000p14qjAAA,1,0,0,4/25/2018
p0-3,500,0,500,Director of Channel Sales,Partnership,Channel Sales,Retail,0,19,0064400000p16sMAAQ,1,52,3,7/23/2018
p0-3,500,0,500,Director of Channel Sales,Partnership,Channel Sales,Retail,0,19,0064400000p16tyAAA,1,52,3,7/23/2018
p4-6,58,0,0,Regional Sales Team Lead,Atlanta,Southern,Technology,20,23,0064400000p17loAAA,1,105,4,8/13/2018
p7-9,500,0,NULL,Senior Account Executive,Dallas,Red River,Other,1600,19,0064400000p0XrvAAE,1,184,7,10/31/2018
p0-3,1000,0,1000,Senior Account Executive,Phoenix,Rocky Mountain,Retail,11,19,0064400000p0XRxAAM,1,17,1,4/12/2018
p0-3,303,1,450,NULL,Charlotte,Coastal,Education,420,35,0064400000p0y3IAAQ,1,22,0,4/23/2018
p4-6,14,0,20,Senior Account Executive,Charlotte,Coastal,Technology,22,23,0064400000p0y41AAA,1,84,4,8/23/2018
p4-6,3990,0,500,Director of Channel Sales,Partnership,Channel Sales,Technology,26,26,0064400000p0yN3AAI,1,6,4,8/6/2018
p0-3,368,1,368,Sales & Contract Support Specialist,Grand Rapids,Mid Western,Consulting,160,24,0064400000p0YYTAA2,1,23,1,4/24/2018
p0-3,4083,0,5000,Senior Account Executive,Detroit,Mid Western,Utilities,9900,15,0064400000p0Z5IAAU,1,14,2,5/14/2018
p4-6,500,0,500,Senior Account Executive,Charlotte,Coastal,Government,1300,43,0064400000p0ZqsAAE,1,101,4,7/10/2018
p4-6,15350,1,2000,Senior Account Executive,Phoenix,Rocky Mountain,Technology,5,23,0064400000p10XEAAY,1,156,5,9/28/2018
p0-3,42,1,100,Senior Account Executive,St Louis,Central,Hospitality,4200,55,0064400000p11tsAAA,1,11,0,4/12/2018
p13+,500,0,500,Senior Account Executive,Chattanooga,Coastal,Apparel,1423,34,0064400000moja6AAA,1,0,24,1/1/2020
p0-3,829,1,500,Senior Account Executive,Richmond,Coastal,Not For Profit,4686,47,0064400000mokabAAA,1,30,0,1/31/2018
p0-3,150,0,150,Senior Account Executive,Partnership,Channel Sales,Biotechnology,4897,26,0064400000moKWRAA2,1,10,0,1/22/2018
p0-3,263,1,NULL,Senior Account Executive,Cleveland,Mid Western,Consulting,3,23,0064400000mokxgAAA,1,0,0,1/1/2018
p13+,500,0,NULL,Network Sales Engineer,Grand Rapids,Mid Western,Banking,95,31,0064400000molqIAAQ,1,669,24,1/29/2020
p0-3,2180,1,2180,NULL,Charlotte,Coastal,Banking,237,29,0064400000molUCAAY,1,29,2,3/30/2018
p4-6,2787,1,2099,Senior Account Executive,Charlotte,Coastal,Retail,2,19,0064400000mom6MAAQ,1,31,4,5/31/2018
p13+,400,0,400,Account Executive,Los Angeles,SoCal,Transportation,62,22,0064400000moMBHAA2,1,456,17,6/30/2019
p0-3,38,1,500,Senior Account Executive,Houston,Red River,Machinery,7900,80,0064400000moMwRAAU,1,0,0,1/31/2018
p0-3,1000,0,1000,Senior Account Executive,Dallas,Red River,Banks & Credit Unions,3985,71,0064400000moMzBAAU,1,0,0,1/12/2018
p10-12,378,0,378,Sales Development Representative,Grand Rapids,Mid Western,Healthcare,450,26,0064400000moN2AAAU,0,232,38,11/30/2018
p0-3,40,1,40,Regional Sales Team Lead,Atlanta,Southern,Technology,660,37,0064400000monYKAAY,1,0,1,2/14/2018
p0-3,300,0,300,Account Representative,Inside Sales,SMB,Technology,11,28,0064400000moo58AAA,1,0,3,4/30/2018
p0-3,1580,1,500,Senior Account Executive,Long Island,New York,Communications,80,28,0064400000morH9AAI,1,30,2,4/30/2018
p0-3,306,1,500,NULL,Richmond,Coastal,Healthcare,7399,83,0064400000moRiKAAU,1,9,1,2/9/2018
p0-3,500,0,500,Senior Account Executive,Richmond,Coastal,Manufacturing,1100,67,0064400000morRJAAY,1,0,2,4/6/2018
p0-3,1310,1,1528,Senior Account Executive,St Louis,Central,Healthcare,8800,24,0064400000moRYKAA2,1,21,0,1/22/2018
p0-3,43,0,NULL,Internal Accounts Manager,Grand Rapids,Mid Western,Transportation,1000,49,0064400000mos8rAAA,1,0,2,4/26/2018
p0-3,515,0,300,Senior Account Executive,Jacksonville,Southern,Consulting,10,23,0064400000moTElAAM,1,20,3,4/20/2018
p0-3,38,1,500,Senior Account Executive,Long Island,New York,Finance,600,42,0064400000motk9AAA,1,7,0,2/8/2018
p7-9,927,1,271,Account Executive,Inside Sales,SMB,Retail,185,22,0064400000motudAAA,1,251,9,11/6/2018
p13+,500,0,500,Senior Account Executive,Enterprise,Enterprise,Insurance,48200,96,0064400000moTWuAAM,0,1037,38,12/31/2021
p0-3,750,0,NULL,Hardware Consultant/Sales,Grand Rapids,Mid Western,Retail,120,24,0064400000mou8aAAA,1,80,2,4/26/2018
p0-3,500,0,500,Senior Account Executive,Nashville,Coastal,Government,99,24,0064400000mookZAAQ,1,0,2,4/26/2018
p0-3,40,1,NULL,Internal Accounts Manager,Grand Rapids,Mid Western,Education,230,26,0064400000mooLGAAY,1,0,0,1/1/2018
p0-3,170,1,170,Business Development Specialist,Denver,Rocky Mountain,Education,400,24,0064400000mop1GAAQ,1,5,0,2/6/2018
p0-3,325,1,100,NULL,Raleigh,Coastal,Consulting,1800,41,0064400000moPgeAAE,1,0,0,1/1/2018
p0-3,794.6,1,NULL,Senior Account Executive,Enterprise,Enterprise,Finance,1400,61,0064400000mopoaAAA,1,0,-1,1/31/2018
p4-6,500,1,300,Senior Account Executive,Louisville,Coastal,Telecommunications,200,42,0064400000moPzbAAE,1,155,5,6/30/2018
p10-12,1000,0,NULL,Senior Account Executive,Oklahoma City,Rocky Mountain,Energy,3400,72,0064400000moQSxAAM,1,0,11,12/31/2018
p0-3,1000,0,1000,Senior Account Executive,Dallas,Red River,Technology,9279,57,0064400000morCnAAI,1,0,0,2/28/2018
p7-9,300,0,300,Customer Success Manager,Support,Customer Success,Not For Profit,200,24,0062S00000xJXgsQAG,0,0,4,6/30/2021
p0-3,312,0,312,Senior Account Executive,Newark,New York,Education,3310,45,0062S00000xJxhuQAC,1,0,2,2/28/2021
p0-3,5308,0,NULL,Senior Account Executive,Chicago,Central,Manufacturing,2400,67,0062S00000xJXwgQAG,1,0,0,11/10/2020
p0-3,1830,0,NULL,Senior Account Executive,Washington DC,Mid Atlantic,Federal,6100,72,0062S00000xJY25QAG,1,0,1,12/7/2020
p0-3,4685,1,NULL,Senior Account Executive,Dallas,Red River,Manufacturing,17000,95,0062S00000xJy7YQAS,1,59,2,2/28/2021
p4-6,500,0,500,Senior Account Executive,Newark,New York,Apparel,20330,14,0062S00000xJyArQAK,0,61,3,5/31/2021
p0-3,264,0,500,Enterprise Account Executive,Enterprise,Enterprise,Electronics,63,24,0062S00000xJyJAQA0,0,90,3,3/31/2021
p13+,500,0,500,Senior Account Executive,Atlanta,Southern,Department Stores,89000,72,0062S00000xJyohQAC,0,0,3,3/31/2022
p4-6,200,0,200,Customer Success Manager,Support,Customer Success,Chemical Manufacturing,398,34,0062S00000xJYOQQA4,1,3,4,3/4/2021
p0-3,56632,0,63893,Senior Account Executive,Newark,New York,Other,1581,59,0062S00000xJS6VQAW,1,0,3,2/25/2021
p4-6,505,0,500,Senior Account Executive,Oklahoma City,Rocky Mountain,Other,228,25,0062S00000xJs7NQAS,0,61,3,5/31/2021
p0-3,500,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Manufacturing,1400,67,0062S00000xJSCdQAO,1,14,1,12/14/2020
p4-6,60000,0,NULL,Hardware Consultant/Sales,Support,Customer Success,Automotive,32000,23,0062S00000xJsM3QAK,0,91,3,6/30/2021
p0-3,47,0,47,Enterprise Account Executive,Enterprise,Enterprise,Apparel,29568,55,0062S00000xJTcIQAW,1,0,0,11/6/2020
p4-6,500,0,500,Senior Account Executive,Nashville,Coastal,Manufacturing,728,44,0062S00000xJUYWQA4,1,0,4,3/5/2021
p0-3,26,1,26,Customer Success Manager,Support,Customer Success,Government,450,28,0062S00000xJV9DQAW,1,0,0,11/9/2020
p10-12,300,0,300,Account Executive,Inside Sales,SMB,US Municipal Governments,1162,43,0062S00000xJVC7QAO,0,0,4,10/31/2021
p0-3,500,0,500,Customer Success Manager,Support,Customer Success,Manufacturing,650,41,0062S00000xeZpGQAU,0,0,0,4/30/2021
p10-12,500,0,500,Senior Account Executive,Birmingham,Southern,Healthcare,1500,61,0062S00000xHx9ZQAS,0,0,7,8/31/2021
p10-12,4500,0,5725,Senior Account Executive,Charlotte,Coastal,Manufacturing,554,95,0062S00000xHxG1QAK,0,0,7,6/30/2021
p0-3,290,1,405,Senior Account Executive,Hartford,New England,"Hotels, Motels & Resorts",8640,92,0062S00000xHxjIQAS,1,3,1,9/21/2020
p4-6,12584,0,12584,Hardware Consultant/Sales,Denver,Rocky Mountain,Legal Services,1858,67,0062S00000xHxyhQAC,1,107,4,12/16/2020
p10-12,77,0,500,Customer Success Manager,Support,Customer Success,Plastic Resin & Synthetic Fiber Manufact,2500,80,0062S00000xHxzBQAS,0,0,7,7/31/2021
p4-6,139,0,500,Senior Account Executive,Cleveland,Mid Western,Consulting,170,28,0062S00000xHyNIQA0,1,128,6,2/5/2021
p13+,4112,0,3049,Senior Account Executive,Salt Lake City,Rocky Mountain,Managed Application & Network Services,1000,72,0062S00000xHzNdQAK,0,669,7,10/31/2022
p4-6,1334,0,1600,Senior Account Executive,Kansas City,Rocky Mountain,Natural Gas Pipelines,450,39,0062S00000xI051QAC,1,115,6,2/22/2021
p0-3,49,0,49,Senior Account Executive,Hartford,New England,Manufacturing,7602,80,0062S00000xI07mQAC,0,91,7,11/30/2020
p0-3,1000,0,1000,Senior Account Executive,Nashville,Coastal,Technology,15000,87,0062S00000xeaYuQAI,0,0,0,6/30/2021
p0-3,87,0,250,Senior Account Executive,Washington DC,Mid Atlantic,Consulting,1812,58,0062S00000xeB5xQAE,0,0,1,5/31/2021
p0-3,1,0,NULL,Partnership Support Specialist,Partnership,Channel Sales,Technology,17,23,0062S00000xebIJQAY,0,0,0,3/31/2021
p4-6,500,0,500,Senior Account Executive,Newark,New York,Other,1931,58,0062S00000xeBTpQAM,0,0,1,7/31/2021
p4-6,500,0,500,Senior Account Executive,Boston,New England,Retail,250,31,0062S00000xeCf8QAE,0,0,1,6/30/2021
p0-3,204,0,500,Senior Account Executive,San Diego,SoCal,Hospitals,3000,61,0062S00000xeD2RQAU,0,0,1,3/31/2021
p0-3,1935,0,500,Senior Account Executive,Washington DC,Mid Atlantic,Electronics,24000,66,0062S00000xeFlEQAU,0,0,0,4/30/2021
p0-3,2460,0,500,Senior Account Executive,Chicago,Central,Chemicals,1275,58,0062S00000xeFsKQAU,0,0,0,3/31/2021
p4-6,500,0,NULL,NULL,Newark,New York,Accounting Services,2800,58,0062S00000vYUYMQA4,1,0,6,1/8/2021
